COD_PRODUTO;PRODUTO;GRUPO;SUBGRUPO; ULTIMO_CUSTO ;REFERENCIA;MARCA;COD_BARRAS;NCM;DESCRICAO_RESUMIDA;CEST;COD_BARRAS_NF
159990;BANDEIRA 28x20cm BRASIL COM CABO PARA CARRO - BAZAR IMPORTADORA;BAZAR;DIVERSOS; R$ 1,98 ;BZ0021-2;BAZAR IMPORTADORA;159990;63079090;BANDEIRA 28x20cm BRASIL COM CABO PARA CARRO - BAZAR IMPORTADORA;;7908221694271
159983;SACOLA PARA PRESENTE 18x10x23cm LUXO VERDE - MAKE+;BAZAR;EMBALAGEM PARA PRESENTE; R$ 3,05 ;14955;MAKE+;7908609049587;48194000;SACOLA PARA PRESENTE 18x10x23cm LUXO VERDE - MAKE+;;7908609049587
159996;ADESIVO LIVRINHO CENARIO G MENINAS 3D CAPA DURA COM PINCA 12 ADESIVOS 12 CENARIOS - MANIA DE STICKER;MATERIAIS;ADESIVOS; R$ 19,80 ;LF110-108;MANIA DE STICKER;6975121857489;49019900;ADESIVO LIVRINHO CENARIO G MENINAS 3D CAPA DURA COM PINCA 12 ADESIVOS 12 CENARIOS - MANIA DE STICKER;;6975121857489
159984;SACOLA PARA PRESENTE 18x10x23cm LUXO VERMELHO - MAKE+;BAZAR;EMBALAGEM PARA PRESENTE; R$ 3,05 ;14952;MAKE+;7908609049556;48194000;SACOLA PARA PRESENTE 18x10x23cm LUXO VERMELHO - MAKE+;;7908609049556
159997;ADESIVO LIVRINHO CENARIO MENINAS 3D CAPA DURA COM PINCA 12 ADESIVOS 12 CENARIOS - MANIA DE STICKER;MATERIAIS;ADESIVOS; R$ 15,84 ;LF110-112;MANIA DE STICKER;6975127123465;49019900;ADESIVO LIVRINHO CENARIO MENINAS 3D CAPA DURA COM PINCA 12 ADESIVOS 12 CENARIOS - MANIA DE STICKER;;6975127123465
159985;SACOLA PARA PRESENTE 18x10x23cm FLORAL SORTIDO - MAKE+;BAZAR;EMBALAGEM PARA PRESENTE; R$ 3,05 ;14967;MAKE+;7908609049709;48194000;SACOLA PARA PRESENTE 18x10x23cm FLORAL SORTIDO - MAKE+;;7908609049709
159992;ESPANTALHO 25cm DECORATIVO JUNINO - BAZAR IMPORTADORA;BAZAR;DIVERSOS; R$ 8,58 ;PA1595-E14;BAZAR IMPORTADORA;7908221693571;95059000;ESPANTALHO 25cm DECORATIVO JUNINO - BAZAR IMPORTADORA;;7908221693571
159986;SACOLA PARA PRESENTE 18x10x23cm LUXO ROSA - MAKE+;BAZAR;EMBALAGEM PARA PRESENTE; R$ 3,05 ;14958;MAKE+;7908609049617;48194000;SACOLA PARA PRESENTE 18x10x23cm LUXO ROSA - MAKE+;;7908609049617
159993;GUIRLANDA 20cm ESPANTALHO VIVA SAO JOAO DECORATIVO JUNINO - BAZAR IMPORTADORA;BAZAR;DIVERSOS; R$ 14,46 ;PA1597-6;BAZAR IMPORTADORA;7908221692871;95059000;GUIRLANDA 20cm ESPANTALHO VIVA SAO JOAO DECORATIVO JUNINO - BAZAR IMPORTADORA;;7908221692871
159988;BOLHA SABAO 50ml COM JOGO LABIRINTO - MAKE+;BRINQUEDOS;PRAIA; R$ 1,16 ;10710;MAKE+;7908609023976;95030099;BOLHA SABAO 50ml COM JOGO LABIRINTO - MAKE+;;7908609023983
159994;QUADRO 40x40cm VIVA SAO JOAO DECORATIVO JUNINO - BAZAR IMPORTADORA;BAZAR;DIVERSOS; R$ 21,73 ;PA1597-4;BAZAR IMPORTADORA;7908221692857;95059000;QUADRO 40x40cm VIVA SAO JOAO DECORATIVO JUNINO - BAZAR IMPORTADORA;;7908221692857
159995;BUZINA PARA FESTA BRASIL AIR HORN - BAZAR IMPORTADORA;BAZAR;DIVERSOS; R$ 8,82 ;BZ0083;BAZAR IMPORTADORA;7908221694462;95059000;BUZINA PARA FESTA BRASIL AIR HORN - BAZAR IMPORTADORA;;7908221694462
160034;TOUCA ADULTO UNISSEX - J&D;CAMA MESA E BANHO;TOUCAS; R$ 6,35 ;7109;J&D;6901101305831;65050022;TOUCA ADULTO UNISSEX - J&D;;6901101305831
160035;REFRIGERANTE PET/200ml MINOI COCA-COLA ZERO - COCA COLA;CONVENIENCIA;BEBIDAS; R$ 1,62 ;56443;COCA COLA;78933873;22021000;REFRIGERANTE PET/200ml MINOI COCA-COLA ZERO - COCA COLA;301001;78933873
160038;HALLS 28g MORANGO - HALLS;CONVENIENCIA;BALAS; R$ 1,31 ;141057;HALLS;78938847;17049020;HALLS 28g MORANGO - HALLS;;78938847
160040;AGUA TONICA LATA/350ml SEM AÇUCAR SCHWEPPES - COCA COLA;CONVENIENCIA;BEBIDAS; R$ 2,86 ;56292;COCA COLA;7894900360011;22021000;AGUA TONICA LATA/350ml SEM AÇUCAR SCHWEPPES - COCA COLA;301002;7894900360011
160036;REFRIGERANTE LATA/310ml LIGHT - COCA COLA;CONVENIENCIA;BEBIDAS; R$ 3,31 ;56223;COCA COLA;7894900131154;22021000;REFRIGERANTE LATA/310ml LIGHT - COCA COLA;301002;7894900131154
160039;ENERGETICO LATA/473ml JUIC RIO PUNCH - MONSTER;CONVENIENCIA;BEBIDAS; R$ 6,31 ;119598;MONSTER;7898938890120;22029900;MONSTER JUIC RIO PUNCH LT 473M;301300;7898938890120
160037;HALLS 28g CEREJA - HALLS;CONVENIENCIA;BALAS; R$ 1,31 ;141054;HALLS;78938793;17049020;HALLS 28g CEREJA - HALLS;;78938793
160041;GOMA DE MASCAR 8g MORANGO - TRIDENT;CONVENIENCIA;BALAS; R$ 1,95 ;142128;TRIDENT;7895800201503;21069050;GOMA DE MASCAR 8g MORANGO - TRIDENT;;7895800201503
160045;MARMITA BENTO PLASTICA - IBOX;BAZAR;DIVERSOS; R$ 29,90 ;B-1955;IBOX;6924748919360;39239090;MARMITA BENTO PLASTICA - IBOX;;6924748919360
160052;PORTA CARD COLORIDO - IBOX;MATERIAIS;DIVERSOS; R$ 10,40 ;B-2201;IBOX;9555326815186;39269090;PORTA CARD COLORIDO - IBOX;;9555326815186
160068;TIGELA 150ml VIDRO REDONDA CHEFFE COM TAMPA COLOR SORTIDA - ALLMIX;UTILIDADES DOMÉSTICAS;UTENSILIOS; R$ 3,06 ;803375;ALLMIX;7898919031115;70134900;TIGELA 150ml VIDRO REDONDA CHEFFE COM TAMPA COLOR SORTIDA - ALLMIX;1400100;7898919031115
160070;JOGO 6 COPOS 40ml VIDRO DOSE CASABLANCA - ALLMIX;BAZAR;COPOS; R$ 10,96 ;222500;ALLMIX;7898919027644;70133700;JOGO 6 COPOS 40ml VIDRO DOSE CASABLANCA - ALLMIX;1400200;7898919027651
160073;TIGELA 400ml VIDRO REDONDA CHEFFE COM TAMPA COLOR SORTIDA - ALLMIX;UTILIDADES DOMÉSTICAS;UTENSILIOS; R$ 5,10 ;803373;ALLMIX;7898919031122;70134900;TIGELA 400ml VIDRO REDONDA CHEFFE COM TAMPA COLOR SORTIDA - ALLMIX;1400100;7898919031122
160069;BULE 400ml CERAMICA TERNURA DOME AZUL - ALLMIX;UTILIDADES DOMÉSTICAS;UTENSILIOS; R$ 18,10 ;322103;ALLMIX;7898919033591;69120000;BULE 400ml CERAMICA TERNURA DOME AZUL - ALLMIX;1400900;7898919033591
160077;BULE 400ml CERAMICA TERNURA DOME VERDE - ALLMIX;UTILIDADES DOMÉSTICAS;UTENSILIOS; R$ 18,10 ;322102;ALLMIX;7898919033584;69120000;BULE 400ml CERAMICA TERNURA DOME VERDE - ALLMIX;1400900;7898919033584
160074;JOGO 6 CANECAS 260ml VIDRO ZAIRA - ALLMIX;UTILIDADES DOMÉSTICAS;LOUÇAS; R$ 18,47 ;804560;ALLMIX;7898919030170;70134900;JOGO 6 CANECAS 260ml VIDRO ZAIRA - ALLMIX;1400100;7898919030187
160071;TIGELA 420ml VIDRO WHITE SHIRO - ALLMIX;UTILIDADES DOMÉSTICAS;UTENSILIOS; R$ 4,26 ;807315;ALLMIX;7898919033379;70134900;TIGELA 420ml VIDRO WHITE SHIRO - ALLMIX;1400100;7898919033379
160072;TIGELA 520ml VIDRO WHITE VITT - ALLMIX;UTILIDADES DOMÉSTICAS;UTENSILIOS; R$ 5,57 ;707215;ALLMIX;7898919033331;70134900;TIGELA 520ml VIDRO WHITE VITT - ALLMIX;1400100;7898919033331
160076;TIGELA 290ml VIDRO WHITE SHIRO - ALLMIX;UTILIDADES DOMÉSTICAS;UTENSILIOS; R$ 3,51 ;807312;ALLMIX;7898919033386;70134900;TIGELA 290ml VIDRO WHITE SHIRO - ALLMIX;1400100;7898919033386
160078;JARRA 950ml VIDRO PARA AGUA RIVIERA - ALLMIX;UTILIDADES DOMÉSTICAS;UTENSILIOS; R$ 9,85 ;11708;ALLMIX;7898919024711;70134900;JARRA 950ml VIDRO PARA AGUA RIVIERA - ALLMIX;1400100;7898919024711
160081;JOGO 6 COPOS 390ml LONG DRINK DE VIDRO FILETE DOURADO GENOVA - ALLMIX;BAZAR;COPOS; R$ 36,15 ;584096;ALLMIX;7898919031979;70133700;JOGO 6 COPOS 390ml LONG DRINK DE VIDRO FILETE DOURADO GENOVA - ALLMIX;1400200;7898919031986
160086;BULE 400ml CERAMICA TERNURA DOME ROSA - ALLMIX;UTILIDADES DOMÉSTICAS;UTENSILIOS; R$ 18,10 ;322101;ALLMIX;7898919033577;69120000;BULE 400ml CERAMICA TERNURA DOME ROSA - ALLMIX;1400900;7898919033577
160079;JOGO 6 COPOS 390ml LONG DRINK DE VIDRO FILETE DOURADO PALERMO - ALLMIX;BAZAR;COPOS; R$ 36,22 ;584097;ALLMIX;7898919031993;70133700;JOGO 6 COPOS 390ml LONG DRINK DE VIDRO FILETE DOURADO PALERMO - ALLMIX;1400200;7898919032013
160082;JOGO 6 COPOS 315ml ROCKS DE VIDRO FILETE DOURADO GENOVA - ALLMIX;BAZAR;COPOS; R$ 29,57 ;574096;ALLMIX;7898919031887;70133700;JOGO 6 COPOS 315ml ROCKS DE VIDRO FILETE DOURADO GENOVA - ALLMIX;1400200;7898919031894
160080;JOGO 6 TAÇA 330ml VINHO DE VIDRO FILETE DOURADO GENOVA - ALLMIX;BAZAR;COPOS; R$ 39,44 ;504061;ALLMIX;7898919032327;70132800;JOGO 6 TAÇA 330ml VINHO DE VIDRO FILETE DOURADO GENOVA - ALLMIX;1400100;7898919032334
160088;ATAQUE DOS TITAS (2 EM 1) VOL. 03 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 43,34 ;9,78653E+12;PANINI BOOKS;9786525921778;49019900;ATAQUE DOS TITAS (2 EM 1) VOL. 03 - PANINI BOOKS;;9786525921778
160089;ATAQUE DOS TITAS (2 EM 1) VOL. 04 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 43,34 ;9,78653E+12;PANINI BOOKS;9786525920979;49019900;ATAQUE DOS TITAS (2 EM 1) VOL. 04 - PANINI BOOKS;;9786525920979
160090;ATAQUE DOS TITAS (2 EM 1) VOL. 05 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 43,34 ;9,78653E+12;PANINI BOOKS;9786525919508;49019900;ATAQUE DOS TITAS (2 EM 1) VOL. 05 - PANINI BOOKS;;9786525919508
160091;ATAQUE DOS TITAS (2 EM 1) VOL. 06 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 43,34 ;9,78653E+12;PANINI BOOKS;9786525917429;49019900;ATAQUE DOS TITAS (2 EM 1) VOL. 06 - PANINI BOOKS;;9786525917429
160092;ATAQUE DOS TITAS (2 EM 1) VOL. 07 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 43,34 ;9,78653E+12;PANINI BOOKS;9786525916262;49019900;ATAQUE DOS TITAS (2 EM 1) VOL. 07 - PANINI BOOKS;;9786525916262
160093;ATAQUE DOS TITAS (2 EM 1) VOL. 08 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 43,34 ;9,78653E+12;PANINI BOOKS;9786525915036;49019900;ATAQUE DOS TITAS (2 EM 1) VOL. 08 - PANINI BOOKS;;9786525915036
160083;JOGO 6 COPOS 470ml DE VIDRO LONG DRINK BELIZE - ALLMIX;BAZAR;COPOS; R$ 21,93 ;105170;ALLMIX;7898919033232;70133700;JOGO 6 COPOS 470ml DE VIDRO LONG DRINK BELIZE - ALLMIX;1400200;7898919033249
160084;JOGO 6 COPOS 470ml VIDRO LONG DRINK BELIZE CINZA - ALLMIX;BAZAR;COPOS; R$ 24,69 ;105172;ALLMIX;7898919033270;70133700;JOGO 6 COPOS 470ml VIDRO LONG DRINK BELIZE CINZA - ALLMIX;1400200;7898919033287
160094;ATAQUE DOS TITAS (2 EM 1) VOL. 09 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 43,34 ;9,78653E+12;PANINI BOOKS;9786525933665;49019900;ATAQUE DOS TITAS (2 EM 1) VOL. 09 - PANINI BOOKS;;9786525933665
160095;ATAQUE DOS TITAS (2 EM 1) VOL. 10 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 43,34 ;9,78653E+12;PANINI BOOKS;9786525932972;49019900;ATAQUE DOS TITAS (2 EM 1) VOL. 10 - PANINI BOOKS;;9786525932972
160085;JOGO 6 COPO2 470ml VIDRO LONG DRINK BELIZE GOLD - ALLMIX;BAZAR;COPOS; R$ 24,69 ;105171;ALLMIX;7898919033256;70133700;JOGO 6 COPO2 470ml VIDRO LONG DRINK BELIZE GOLD - ALLMIX;1400200;7898919033263
160096;ATAQUE DOS TITAS (2 EM 1) VOL. 11 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 43,34 ;9,78653E+12;PANINI BOOKS;9786525930329;49019900;ATAQUE DOS TITAS (2 EM 1) VOL. 11 - PANINI BOOKS;;9786525930329
160097;ATAQUE DOS TITAS (2 EM 1) VOL. 12 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 43,34 ;9,78653E+12;PANINI BOOKS;9786525929675;49019900;ATAQUE DOS TITAS (2 EM 1) VOL. 12 - PANINI BOOKS;;9786525929675
160098;ATAQUE DOS TITAS (2 EM 1) VOL. 13 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 43,34 ;9,78653E+12;PANINI BOOKS;9786525929200;49019900;ATAQUE DOS TITAS (2 EM 1) VOL. 13 - PANINI BOOKS;;9786525929200
160099;ATAQUE DOS TITAS (2 EM 1) VOL. 14 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 46,44 ;9,78653E+12;PANINI BOOKS;9786525928487;49019900;ATAQUE DOS TITAS (2 EM 1) VOL. 14 - PANINI BOOKS;;9786525928487
160102;ATAQUE DOS TITAS VOL. 16 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 27,22 ;9,78656E+12;PANINI BOOKS;9786559607877;49019900;ATAQUE DOS TITAS VOL. 16 - PANINI BOOKS;;9786559607877
160103;ATAQUE DOS TITAS VOL. 17 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 27,22 ;9,78656E+12;PANINI BOOKS;9786559607884;49019900;ATAQUE DOS TITAS VOL. 17 - PANINI BOOKS;;9786559607884
160104;ATAQUE DOS TITAS VOL. 18 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 27,22 ;9,78656E+12;PANINI BOOKS;9786559607853;49019900;ATAQUE DOS TITAS VOL. 18 - PANINI BOOKS;;9786559607853
160106;ATAQUE DOS TITAS VOL. 20 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 27,22 ;9,78656E+12;PANINI BOOKS;9786559607846;49019900;ATAQUE DOS TITAS VOL. 20 - PANINI BOOKS;;9786559607846
160108;BERSERK 84 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 12,34 ;9,78653E+12;PANINI BOOKS;9786525916286;49019900;BERSERK 84 - PANINI BOOKS;;9786525916286
160109;BERSERK VOL. 21 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 27,84 ;9,78854E+12;PANINI BOOKS;9788542608878;49019900;BERSERK VOL. 21 - PANINI BOOKS;;9788542608878
160112;DANDADAN 03 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 27,84 ;9,78653E+12;PANINI BOOKS;9786525913308;49019900;DANDADAN 03 - PANINI BOOKS;;9786525913308
160113;DANDADAN 01 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 27,84 ;9,78656E+12;PANINI BOOKS;9786559824878;49019900;DANDADAN 01 - PANINI BOOKS;;9786559824878
160114;DANDADAN 02 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 27,84 ;9,78656E+12;PANINI BOOKS;9786559824885;49019900;DANDADAN 02 - PANINI BOOKS;;9786559824885
160115;DANDADAN 05 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 27,84 ;9,78653E+12;PANINI BOOKS;9786525909325;49019900;DANDADAN 05 - PANINI BOOKS;;9786525909325
160116;DANDADAN 11 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 27,84 ;9,78653E+12;PANINI BOOKS;9786525933733;49019900;DANDADAN 11 - PANINI BOOKS;;9786525933733
160117;DANDADAN 15 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 27,84 ;9,78653E+12;PANINI BOOKS;9786525937878;49019900;DANDADAN 15 - PANINI BOOKS;;9786525937878
160118;DANDADAN 16 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 27,84 ;9,78653E+12;PANINI BOOKS;9786525939650;49019900;DANDADAN 16 - PANINI BOOKS;;9786525939650
160119;DANDADAN 17 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 27,84 ;9,78653E+12;PANINI BOOKS;9786525940922;49019900;DANDADAN 17 - PANINI BOOKS;;9786525940922
160120;DEMON SLAYER KIMETSU NO YAIBA VOL. 16 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 29,70 ;9,78656E+12;PANINI BOOKS;9786559600847;49019900;DEMON SLAYER KIMETSU NO YAIBA VOL. 16 - PANINI BOOKS;;9786559600847
160121;DEMON SLAYER KIMETSU NO YAIBA VOL. 17 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 29,70 ;9,78656E+12;PANINI BOOKS;9786559601967;49019900;DEMON SLAYER KIMETSU NO YAIBA VOL. 17 - PANINI BOOKS;;9786559601967
160122;DEMON SLAYER KIMETSU NO YAIBA VOL. 18 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 29,70 ;9,78656E+12;PANINI BOOKS;9786559822676;49019900;DEMON SLAYER KIMETSU NO YAIBA VOL. 18 - PANINI BOOKS;;9786559822676
160123;DEMON SLAYER KIMETSU NO YAIBA VOL. 19 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 29,70 ;9,78656E+12;PANINI BOOKS;9786559821402;49019900;DEMON SLAYER KIMETSU NO YAIBA VOL. 19 - PANINI BOOKS;;9786559821402
160124;DEMON SLAYER KIMETSU NO YAIBA VOL. 21 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 29,70 ;9,78656E+12;PANINI BOOKS;9786559609499;49019900;DEMON SLAYER KIMETSU NO YAIBA VOL. 21 - PANINI BOOKS;;9786559609499
160126;DR. STONE VOL. 3 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 21,02 ;9,78854E+12;PANINI BOOKS;9788542615401;49019900;DR. STONE VOL. 3 - PANINI BOOKS;;9788542615401
160127;DR. STONE VOL. 4 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 21,02 ;9,78854E+12;PANINI BOOKS;9788542618433;49019900;DR. STONE VOL. 4 - PANINI BOOKS;;9788542618433
160128;DR. STONE VOL. 5 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 21,02 ;9,78854E+12;PANINI BOOKS;9788542619768;49019900;DR. STONE VOL. 5 - PANINI BOOKS;;9788542619768
160129;DR. STONE VOL. 6 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 21,02 ;9,78854E+12;PANINI BOOKS;9788542619966;49019900;DR. STONE VOL. 6 - PANINI BOOKS;;9788542619966
160131;DR. STONE VOL. 8 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 21,02 ;9,78854E+12;PANINI BOOKS;9788542624199;49019900;DR. STONE VOL. 8 - PANINI BOOKS;;9788542624199
160132;DRAGON BALL EDICAO DEFINITIVA VOL. 2 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 52,64 ;9,78854E+12;PANINI BOOKS;9788542619737;49019900;DRAGON BALL EDICAO DEFINITIVA VOL. 2 - PANINI BOOKS;;9788542619737
160133;DRAGON BALL EDICAO DEFINITIVA VOL. 3 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 52,64 ;9,78854E+12;PANINI BOOKS;9788542619898;49019900;DRAGON BALL EDICAO DEFINITIVA VOL. 3 - PANINI BOOKS;;9788542619898
160134;DRAGON BALL EDICAO DEFINITIVA VOL. 4 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 52,64 ;9,78854E+12;PANINI BOOKS;9788542620047;49019900;DRAGON BALL EDICAO DEFINITIVA VOL. 4 - PANINI BOOKS;;9788542620047
160135;DRAGON BALL EDICAO DEFINITIVA VOL. 5 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 52,64 ;9,78854E+12;PANINI BOOKS;9788542624373;49019900;DRAGON BALL EDICAO DEFINITIVA VOL. 5 - PANINI BOOKS;;9788542624373
160136;FIRE FORCE VOL. 3 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 21,02 ;9,78854E+12;PANINI BOOKS;9788542614114;49019900;FIRE FORCE VOL. 3 - PANINI BOOKS;;9788542614114
160137;JOJO  S BIZARRE ADVENTURE PARTE 3: STARDUST CRUSADERS VOL. 6 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 35,90 ;9,78656E+12;PANINI BOOKS;9786555122053;49019900;JOJO  S BIZARRE ADVENTURE PARTE 3: STARDUST CRUSADERS VOL. 6 - PANINI BOOKS;;9786555122053
160138;JOJO  S BIZARRE ADVENTURE PARTE 3: STARDUST CRUSADERS VOL. 7 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 35,90 ;9,78656E+12;PANINI BOOKS;9786555122992;49019900;JOJO  S BIZARRE ADVENTURE PARTE 3: STARDUST CRUSADERS VOL. 7 - PANINI BOOKS;;9786555122992
160139;JOJO  S BIZARRE ADVENTURE PARTE 3: STARDUST CRUSADERS VOL. 8 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 35,90 ;9,78656E+12;PANINI BOOKS;9786555123067;49019900;JOJO  S BIZARRE ADVENTURE PARTE 3: STARDUST CRUSADERS VOL. 8 - PANINI BOOKS;;9786555123067
160140;JOJO S BIZARRE ADVENTURE 42 (PARTE 6: STONE OCEAN VOL. 03) - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 30,94 ;9,78653E+12;PANINI BOOKS;9786525919706;49019900;JOJO S BIZARRE ADVENTURE 42 (PARTE 6: STONE OCEAN VOL. 03) - PANINI BOOKS;;9786525919706
160141;JOJO S BIZARRE ADVENTURE 43 (PARTE 6: STONE OCEAN VOL. 04) - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 30,94 ;9,78653E+12;PANINI BOOKS;9786525917290;49019900;JOJO S BIZARRE ADVENTURE 43 (PARTE 6: STONE OCEAN VOL. 04) - PANINI BOOKS;;9786525917290
160142;JOJO S BIZARRE ADVENTURE 44 (PARTE 6: STONE OCEAN VOL. 05) - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 30,94 ;9,78653E+12;PANINI BOOKS;9786525916064;49019900;JOJO S BIZARRE ADVENTURE 44 (PARTE 6: STONE OCEAN VOL. 05) - PANINI BOOKS;;9786525916064
160143;JUJUTSU KAISEN: BATALHA DE FEITICEIROS VOL. 11 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 29,70 ;9,78656E+12;PANINI BOOKS;9786559608065;49019900;JUJUTSU KAISEN: BATALHA DE FEITICEIROS VOL. 11 - PANINI BOOKS;;9786559608065
160144;JUJUTSU KAISEN: BATALHA DE FEITICEIROS VOL. 22 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 29,70 ;9,78653E+12;PANINI BOOKS;9786525908403;49019900;JUJUTSU KAISEN: BATALHA DE FEITICEIROS VOL. 22 - PANINI BOOKS;;9786525908403
160145;JUJUTSU KAISEN: BATALHA DE FEITICEIROS VOL. 28 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 29,70 ;9,78653E+12;PANINI BOOKS;9786525935041;49019900;JUJUTSU KAISEN: BATALHA DE FEITICEIROS VOL. 28 - PANINI BOOKS;;9786525935041
160146;JUJUTSU KAISEN: BATALHA DE FEITICEIROS VOL. 7 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 29,70 ;9,78656E+12;PANINI BOOKS;9786559822706;49019900;JUJUTSU KAISEN: BATALHA DE FEITICEIROS VOL. 7 - PANINI BOOKS;;9786559822706
160147;ONE PIECE VOL. 110 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 25,98 ;9,78653E+12;PANINI BOOKS;9786525937434;49019900;ONE PIECE VOL. 110 - PANINI BOOKS;;9786525937434
160148;ONE PIECE VOL. 15 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 25,98 ;9,78854E+12;PANINI BOOKS;9788542600018;49019900;ONE PIECE VOL. 15 - PANINI BOOKS;;9788542600018
160149;ONE PIECE VOL. 16 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 25,98 ;9,78854E+12;PANINI BOOKS;9788542600322;49019900;ONE PIECE VOL. 16 - PANINI BOOKS;;9788542600322
160150;ONE PIECE VOL. 17 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 25,98 ;9,78854E+12;PANINI BOOKS;9788542600377;49019900;ONE PIECE VOL. 17 - PANINI BOOKS;;9788542600377
160151;ONE PIECE VOL. 18 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 25,98 ;9,78854E+12;PANINI BOOKS;9788542600438;49019900;ONE PIECE VOL. 18 - PANINI BOOKS;;9788542600438
160152;ONE PIECE VOL. 22 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 25,98 ;9,78854E+12;PANINI BOOKS;9788542600674;49019900;ONE PIECE VOL. 22 - PANINI BOOKS;;9788542600674
160153;ONE PIECE VOL. 23 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 25,98 ;9,78854E+12;PANINI BOOKS;9788542600704;49019900;ONE PIECE VOL. 23 - PANINI BOOKS;;9788542600704
160155;ONE PIECE VOL. 31 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 21,64 ;9,78854E+12;PANINI BOOKS;9788542601275;49019900;ONE PIECE VOL. 31 - PANINI BOOKS;;9788542601275
160156;ONE PIECE VOL. 41 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 25,98 ;9,78857E+12;PANINI BOOKS;9788573519730;49019900;ONE PIECE VOL. 41 - PANINI BOOKS;;9788573519730
160157;ONE PIECE VOL. 9 - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 25,98 ;9,78857E+12;PANINI BOOKS;9788573519563;49019900;ONE PIECE VOL. 9 - PANINI BOOKS;;9788573519563
160158;ONE PIECE YELLOW GRANDES ELEMENTOS - PANINI BOOKS;LIVROS;COMICS E HQ; R$ 25,36 ;9,78854E+12;PANINI BOOKS;9788542603194;49019900;ONE PIECE YELLOW GRANDES ELEMENTOS - PANINI BOOKS;;9788542603194
160159;BORRACHA HOLIC DOCE SURPRESA DP50UN - TRIS;MATERIAIS;BORRACHAS; R$ 3,18 ;910660;TRIS;7908673912756;40169200;BORRACHA HOLIC DOCE SURPRESA DP50UN - TRIS;;7908673910660
160160;GIZ FACIAL 3 CORES BRASIL TOY - TRIS;MATERIAIS;GIZ; R$ 6,65 ;913937;TRIS;7908673913937;96099000;GIZ FACIAL 3 CORES BRASIL TOY - TRIS;;7908673913937
